Название,Год выпуска,Длительность,Жанры,Рейтинг КиноПоиск,Рейтинг IMDB,Рейтинг кинокритиков,Рейтинг российских кинокритиков,Голоса КиноПоиск,Голоса IMDB,Голоса кинокритиков,Голоса российских кинокритиков,Бюджет,Дата премьеры в России,Дата премьеры в мире,Мировые кассовые сборы
Т2 Трейнспоттинг (На игле 2),2017,117.0,"['драма', 'комедия', 'криминал']",7.344,7.1,7.0,90.0,72286,136288,251,20,18000000.0,2017-03-08T00:00:00.000Z,2017-01-22T00:00:00.000Z,41681746.0
Госпожа горничная,2002,105.0,"['драма', 'мелодрама', 'комедия']",6.758,5.4,5.1,0.0,72269,98831,150,0,55000000.0,2003-03-05T00:00:00.000Z,2002-12-13T00:00:00.000Z,154906693.0
Затерянные во льдах,2018,97.0,"['драма', 'приключения']",6.811,6.8,7.2,66.6667,72123,60052,151,3,112164013.0,2019-02-21T00:00:00.000Z,2018-05-10T00:00:00.000Z,19993.0
Заколдованная Элла,2004,96.0,"['фэнтези', 'мелодрама', 'комедия', 'семейный']",6.809,6.3,5.6,0.0,72055,77491,115,0,31000000.0,2004-07-29T00:00:00.000Z,2004-04-09T00:00:00.000Z,27388767.0
Уцелевший,2023,126.0,"['боевик', 'драма', 'военный']",6.796,5.4,0.0,0.0,72021,2712,0,0,112164013.0,2023-11-16T00:00:00.000Z,2023-06-30T00:00:00.000Z,1001.0
Доживем до понедельника,1968,106.0,"['мелодрама', 'драма']",8.153,7.8,0.0,0.0,72007,1751,0,1,112164013.0,1968-07-02T00:00:00.000Z,1968-07-02T00:00:00.000Z,112164013.0
Битлджус Битлджус,2024,105.0,"['ужасы', 'фэнтези', 'комедия']",7.0,6.7,6.5,83.3333,71894,142301,365,12,100000000.0,2024-08-28T00:00:00.000Z,2024-08-28T00:00:00.000Z,451900435.0
Сэм: Песочный эльф,2019,110.0,"['фэнтези', 'семейный']",7.907,5.1,0.0,0.0,71860,1855,0,0,112164013.0,2021-03-11T00:00:00.000Z,2020-04-03T00:00:00.000Z,798211.0
Ищу друга на конец света,2011,101.0,"['фантастика', 'комедия', 'мелодрама', 'приключения', 'драма']",6.712,6.7,6.1,36.3636,71788,119477,176,11,10000000.0,2012-07-19T00:00:00.000Z,2012-06-18T00:00:00.000Z,11681781.0
Операция «Колибри»,2018,111.0,"['драма', 'триллер']",6.679,6.2,6.1,0.0,71770,16980,121,0,112164013.0,2019-10-03T00:00:00.000Z,2018-09-08T00:00:00.000Z,878199.0
Час расплаты,2003,119.0,"['фантастика', 'боевик', 'триллер', 'детектив']",7.044,6.3,4.7,0.0,71767,114983,152,1,60000000.0,2004-02-19T00:00:00.000Z,2003-12-19T00:00:00.000Z,117248958.0
Атлантида,2016,102.0,"['ужасы', 'фантастика', 'фэнтези', 'боевик', 'триллер']",5.811,6.0,6.1,60.0,71762,18830,28,5,9265000.0,2017-11-30T00:00:00.000Z,2017-09-10T00:00:00.000Z,737478.0
Пила 6,2009,91.0,"['ужасы', 'триллер', 'детектив']",6.816,6.0,4.5,0.0,71751,129701,74,0,11000000.0,2009-10-29T00:00:00.000Z,2009-10-22T00:00:00.000Z,68233629.0
Спайс бойз,2019,106.0,"['триллер', 'драма', 'ужасы']",6.694,6.2,0.0,66.6667,71742,385,0,6,112164013.0,2020-10-22T00:00:00.000Z,2020-08-27T00:00:00.000Z,29068.0
Иллюзия полета,2005,98.0,"['триллер', 'драма', 'детектив']",7.14,6.3,5.3,0.0,71690,175324,175,1,55000000.0,2005-11-10T00:00:00.000Z,2005-09-22T00:00:00.000Z,223387299.0
Горько! 2,2014,96.0,['комедия'],3.753,4.0,0.0,80.0,71663,1300,0,20,2500000.0,2014-10-23T00:00:00.000Z,2014-10-23T00:00:00.000Z,13228038.0
Утомленные солнцем,1994,151.0,"['драма', 'военный', 'история']",7.75,7.8,7.1,0.0,71567,16697,16,0,2800000.0,1994-11-02T00:00:00.000Z,1994-02-07T00:00:00.000Z,2302338.0
Теория простых чисел,2023,113.0,"['драма', 'детектив', 'комедия']",7.311,6.8,5.7,66.6667,71550,2390,15,3,112164013.0,2024-03-21T00:00:00.000Z,2023-05-22T00:00:00.000Z,1162522.0
Ужасающий 3,2024,125.0,['ужасы'],6.183,6.3,6.4,100.0,71509,46601,122,6,2000000.0,2024-10-10T00:00:00.000Z,2024-09-19T00:00:00.000Z,89169769.0
По наклонной,2020,142.0,"['драма', 'криминал', 'биография']",7.074,6.6,5.2,60.0,71489,39526,213,10,40000000.0,2021-02-26T00:00:00.000Z,2021-02-26T00:00:00.000Z,112164013.0
Ослепленный желаниями,2000,93.0,"['фэнтези', 'комедия']",7.235,6.1,5.5,0.0,71484,114876,117,1,48000000.0,2000-12-20T00:00:00.000Z,2000-10-17T00:00:00.000Z,90383208.0
Дело №39,2007,109.0,"['ужасы', 'триллер']",6.634,6.2,4.0,0.0,71447,93742,76,0,27000000.0,2009-09-03T00:00:00.000Z,2009-08-13T00:00:00.000Z,28189979.0
Последний наёмник,2023,106.0,"['боевик', 'триллер', 'криминал']",6.542,6.4,6.6,0.0,71363,25711,80,2,112164013.0,2024-01-11T00:00:00.000Z,2023-09-06T00:00:00.000Z,3629978.0
Миссис Даутфайр,1993,125.0,"['драма', 'комедия']",7.742,7.1,5.9,0.0,71289,301727,55,0,25000000.0,1994-03-18T00:00:00.000Z,1993-11-22T00:00:00.000Z,441286195.0
Затерянные в джунглях,2024,86.0,"['ужасы', 'триллер', 'боевик', 'приключения']",5.801,5.4,0.0,0.0,71283,1482,0,0,112164013.0,2025-02-13T00:00:00.000Z,2024-08-29T00:00:00.000Z,15029.0
Ёлки 5,2016,88.0,"['семейный', 'комедия']",4.856,3.6,0.0,50.0,71241,943,0,4,112164013.0,2016-12-22T00:00:00.000Z,2016-12-23T00:00:00.000Z,13716450.0
Закусочная на колесах,1984,108.0,"['боевик', 'комедия', 'криминал', 'мелодрама']",7.846,7.0,5.0,0.0,71222,15879,271,0,112164013.0,1984-08-17T00:00:00.000Z,1984-08-17T00:00:00.000Z,112164013.0
Про уродов и людей,1998,93.0,"['драма', 'комедия', 'история']",7.099,6.9,0.0,0.0,71185,4571,0,0,112164013.0,1998-05-20T00:00:00.000Z,1998-05-20T00:00:00.000Z,112164013.0
Последний дом слева,2009,110.0,"['ужасы', 'триллер']",6.833,6.5,5.1,66.6667,71177,103774,167,3,15000000.0,2009-05-21T00:00:00.000Z,2009-03-13T00:00:00.000Z,45286228.0
Пылающее море,2021,104.0,"['боевик', 'триллер']",6.755,6.3,6.3,0.0,71106,8141,35,2,112164013.0,2021-10-18T00:00:00.000Z,2021-10-18T00:00:00.000Z,4025723.0
"Я люблю тебя, Филлип Моррис",2008,102.0,"['драма', 'мелодрама', 'комедия', 'криминал', 'биография']",6.891,6.6,6.6,83.3333,71076,101252,160,6,13000000.0,2010-02-11T00:00:00.000Z,2009-01-18T00:00:00.000Z,20768906.0
Мир Юрского периода: Господство,2022,147.0,"['фантастика', 'боевик', 'триллер', 'приключения']",5.722,5.6,4.8,0.0,71069,220497,405,0,165000000.0,2022-05-23T00:00:00.000Z,2022-05-23T00:00:00.000Z,1001978080.0
Немая ярость,2023,104.0,"['боевик', 'драма', 'криминал']",6.095,5.3,5.6,83.3333,70994,25014,124,6,112164013.0,2023-11-30T00:00:00.000Z,2023-11-29T00:00:00.000Z,11067228.0
Вам письмо,1998,114.0,"['драма', 'мелодрама', 'комедия']",7.776,6.7,6.2,0.0,70974,236121,89,0,65000000.0,1998-12-18T00:00:00.000Z,1998-12-18T00:00:00.000Z,250821495.0
"Дикий, дикий Запад",1999,106.0,"['фантастика', 'боевик', 'комедия', 'вестерн']",6.818,4.9,4.1,0.0,70972,169719,131,1,170000000.0,2000-03-07T00:00:00.000Z,1999-06-30T00:00:00.000Z,222104681.0
Яйцо Фаберже,2021,88.0,"['комедия', 'приключения']",5.733,0.0,0.0,0.0,70889,0,0,1,112164013.0,2022-02-10T00:00:00.000Z,2022-02-10T00:00:00.000Z,112164013.0
8 женщин,2001,110.0,"['мюзикл', 'криминал', 'детектив', 'драма', 'комедия']",7.627,7.0,7.0,90.0,70881,34686,125,10,8720000.0,2002-06-20T00:00:00.000Z,2002-01-08T00:00:00.000Z,42426583.0
Путь домой,2019,96.0,"['мелодрама', 'семейный', 'приключения']",7.363,6.7,5.4,0.0,70878,21013,79,1,18000000.0,2019-01-10T00:00:00.000Z,2019-01-10T00:00:00.000Z,80708134.0
Нападение на Рио Браво,2023,80.0,"['боевик', 'драма', 'вестерн']",5.333,4.1,0.0,0.0,70855,2595,0,4,112164013.0,2023-01-17T00:00:00.000Z,2023-01-17T00:00:00.000Z,112164013.0
Мой шпион,2020,99.0,"['боевик', 'комедия']",7.005,6.4,5.4,0.0,70853,39040,127,1,18000000.0,2020-08-01T00:00:00.000Z,2020-01-09T00:00:00.000Z,10200000.0
Больше чем любовь,2005,107.0,"['мелодрама', 'комедия']",7.533,6.6,5.0,0.0,70840,72135,122,1,30000000.0,2005-05-12T00:00:00.000Z,2005-04-21T00:00:00.000Z,42886719.0
Спасатель,2006,139.0,"['драма', 'приключения']",7.962,6.9,5.2,0.0,70832,100374,149,0,70000000.0,2006-09-28T00:00:00.000Z,2006-09-28T00:00:00.000Z,94973540.0
Мастер,2012,137.0,"['драма', 'история']",6.753,7.1,8.1,75.8621,70826,190776,256,29,32000000.0,2013-02-14T00:00:00.000Z,2012-09-01T00:00:00.000Z,28258060.0
Гений математики,2022,117.0,['драма'],7.834,6.8,0.0,0.0,70711,1180,0,0,6000000.0,2022-03-09T00:00:00.000Z,2022-03-09T00:00:00.000Z,3960988.0
Возвращение героя,2013,107.0,"['боевик', 'триллер', 'вестерн']",6.648,6.3,5.8,70.0,70655,147599,168,10,45000000.0,2013-02-21T00:00:00.000Z,2013-01-12T00:00:00.000Z,48330757.0
Безмолвное братство,2024,116.0,"['триллер', 'драма', 'криминал', 'детектив', 'боевик']",6.747,6.8,7.6,57.1429,70619,36403,155,7,112164013.0,2024-12-05T00:00:00.000Z,2024-08-31T00:00:00.000Z,2270354.0
Примадонна,2016,111.0,"['драма', 'комедия', 'биография', 'музыка']",7.299,6.8,7.1,100.0,70460,60781,235,3,29000000.0,2018-10-18T00:00:00.000Z,2016-04-23T00:00:00.000Z,48902953.0
16 кварталов,2006,102.0,"['боевик', 'триллер', 'драма', 'криминал']",7.268,6.6,5.9,0.0,70411,136287,159,2,52000000.0,2006-04-20T00:00:00.000Z,2006-02-27T00:00:00.000Z,65664721.0
Дело Ричарда Джуэлла,2019,131.0,"['драма', 'биография']",7.599,7.5,6.9,100.0,70405,101801,299,12,45000000.0,2020-01-09T00:00:00.000Z,2019-11-20T00:00:00.000Z,44645542.0
Агент Джонни Инглиш 3.0,2018,89.0,"['боевик', 'комедия', 'приключения']",6.436,6.2,4.9,71.4286,70393,86270,106,7,25000000.0,2018-09-20T00:00:00.000Z,2018-09-13T00:00:00.000Z,158970776.0
Майор Гром,2017,29.0,"['короткометражка', 'боевик', 'криминал', 'комедия']",7.031,6.7,0.0,100.0,70378,2012,0,7,1000000.0,2017-02-19T00:00:00.000Z,2017-02-11T00:00:00.000Z,112164013.0
Танцующий с волками,1990,181.0,"['драма', 'вестерн', 'приключения', 'военный', 'история']",8.115,8.0,8.0,0.0,70326,298859,132,0,22000000.0,1990-10-19T00:00:00.000Z,1990-10-19T00:00:00.000Z,424208848.0
Спасибо деду за победу,2019,84.0,"['комедия', 'семейный']",7.42,4.3,0.0,0.0,70301,53,0,2,112164013.0,2019-05-01T00:00:00.000Z,2019-05-01T00:00:00.000Z,103820.0
Максин XXX,2024,103.0,"['ужасы', 'триллер']",5.999,6.3,6.5,77.7778,70293,66795,283,9,112164013.0,2024-07-11T00:00:00.000Z,2024-07-04T00:00:00.000Z,22057160.0
8 первых свиданий,2012,83.0,"['мелодрама', 'комедия']",6.742,6.0,0.0,0.0,70288,1312,0,0,112164013.0,2012-03-08T00:00:00.000Z,2012-03-08T00:00:00.000Z,9108044.0
Сайлент Хилл 2,2012,95.0,"['ужасы', 'триллер', 'детектив']",5.196,4.9,3.2,33.3333,70287,68245,60,3,20000000.0,2012-10-25T00:00:00.000Z,2012-10-25T00:00:00.000Z,55362705.0
Дело было в Пенькове,1957,100.0,"['драма', 'мелодрама']",8.207,7.5,0.0,0.0,70285,447,0,0,112164013.0,1958-02-17T00:00:00.000Z,1958-02-17T00:00:00.000Z,112164013.0
Идеальный пациент,2019,132.0,"['триллер', 'драма', 'криминал']",6.841,6.7,0.0,62.5,70229,4648,0,8,112164013.0,2019-11-14T00:00:00.000Z,2019-09-20T00:00:00.000Z,156168.0
Олигарх,2002,128.0,"['драма', 'криминал']",7.308,6.7,5.6,28.5714,70224,2110,35,7,5000000.0,2002-09-19T00:00:00.000Z,2002-08-02T00:00:00.000Z,1086121.0
Мидуэй,2019,138.0,"['военный', 'боевик', 'история', 'биография']",6.891,6.7,5.2,0.0,70206,99265,175,2,100000000.0,2019-11-14T00:00:00.000Z,2019-10-24T00:00:00.000Z,127390389.0
Звездные врата,1994,116.0,"['фантастика', 'боевик', 'приключения']",7.556,7.0,5.5,0.0,70183,210683,50,0,55000000.0,1994-10-28T00:00:00.000Z,1994-10-28T00:00:00.000Z,196567262.0
Ночной рейс,2005,85.0,['триллер'],6.967,6.5,6.7,0.0,70126,152706,194,2,26000000.0,2005-08-25T00:00:00.000Z,2005-06-10T00:00:00.000Z,95577774.0
Идеальный побег,2009,98.0,"['триллер', 'драма', 'детектив']",6.915,6.5,5.9,0.0,70116,77778,138,1,14000000.0,2009-09-03T00:00:00.000Z,2009-08-06T00:00:00.000Z,22852638.0
Каспер. Легенда возвращается,2022,90.0,"['фэнтези', 'приключения', 'семейный']",6.457,3.9,0.0,0.0,70017,429,0,0,112164013.0,2023-01-12T00:00:00.000Z,2022-09-05T00:00:00.000Z,118248.0
Любовь не по размеру,2016,98.0,['комедия'],6.911,6.3,5.0,100.0,69980,9509,36,3,112164013.0,2016-05-12T00:00:00.000Z,2016-04-25T00:00:00.000Z,8273919.0
Мой папа не подарок,2021,105.0,"['комедия', 'семейный']",7.639,0.0,0.0,0.0,69961,0,0,1,112164013.0,2021-12-23T00:00:00.000Z,2021-12-23T00:00:00.000Z,112164013.0
Король Стейтен-Айленда,2020,136.0,"['драма', 'комедия']",7.163,7.1,6.9,100.0,69856,79213,293,4,112164013.0,2020-10-22T00:00:00.000Z,2020-06-12T00:00:00.000Z,2180452.0
Без границ,2015,90.0,"['комедия', 'мелодрама']",6.866,6.1,0.0,33.3333,69836,792,0,3,112164013.0,2015-10-22T00:00:00.000Z,2015-10-22T00:00:00.000Z,3124744.0
"Доктор Стрейнджлав, или Как я научился не волноваться и полюбил атомную бомбу",1963,95.0,"['комедия', 'фантастика', 'триллер']",8.017,8.3,9.1,0.0,69820,534063,95,0,1800000.0,1964-01-29T00:00:00.000Z,1964-01-29T00:00:00.000Z,9441964.0
Женщины,2008,114.0,"['драма', 'комедия']",6.409,5.0,3.9,0.0,69817,23652,147,1,16000000.0,2008-12-04T00:00:00.000Z,2008-09-04T00:00:00.000Z,50005199.0
Собака на сене,1977,138.0,"['мюзикл', 'комедия']",8.209,7.7,0.0,0.0,69784,1021,0,0,112164013.0,1977-12-01T00:00:00.000Z,1977-12-01T00:00:00.000Z,112164013.0
"Да, возможно...",2007,112.0,"['драма', 'мелодрама', 'комедия']",7.382,7.1,6.5,0.0,69717,174710,148,0,112164013.0,2008-01-24T00:00:00.000Z,2008-01-24T00:00:00.000Z,55447968.0
Беглецы,1986,95.0,"['драма', 'комедия', 'криминал']",7.972,7.0,0.0,0.0,69706,8263,0,0,112164013.0,1986-12-17T00:00:00.000Z,1986-12-17T00:00:00.000Z,112164013.0
Очень страшное кино 4,2006,83.0,['комедия'],5.749,5.1,4.6,0.0,69703,132809,125,1,45000000.0,2006-04-13T00:00:00.000Z,2006-04-12T00:00:00.000Z,178262620.0
Проклятие «Зов могилы»,2024,134.0,['ужасы'],6.796,6.9,7.7,88.8889,69676,22359,43,9,10500000.0,2024-06-13T00:00:00.000Z,2024-02-16T00:00:00.000Z,93891418.0
Изгоняющий дьявола,1973,122.0,['ужасы'],7.69,8.1,8.5,100.0,69645,472846,177,3,12000000.0,1973-12-26T00:00:00.000Z,1973-12-26T00:00:00.000Z,329017945.0
Эйфель,2021,108.0,"['драма', 'мелодрама', 'биография', 'история']",7.151,6.2,0.0,66.6667,69634,8253,0,3,112164013.0,2021-10-14T00:00:00.000Z,2021-03-02T00:00:00.000Z,13573923.0
Адский ад,2020,94.0,"['ужасы', 'комедия']",6.829,6.6,7.4,0.0,69592,11496,56,2,112164013.0,2021-07-15T00:00:00.000Z,2020-09-09T00:00:00.000Z,72147.0
Беглец,1993,130.0,"['боевик', 'триллер', 'драма', 'криминал', 'детектив']",7.877,7.8,8.1,0.0,69553,329677,84,2,44000000.0,1994-04-18T00:00:00.000Z,1993-07-29T00:00:00.000Z,368875760.0
Изображая жертву,2006,95.0,['комедия'],7.166,7.1,0.0,85.7143,69546,2904,0,7,112164013.0,2006-06-08T00:00:00.000Z,2006-10-20T00:00:00.000Z,48574.0
Асса,1987,153.0,"['драма', 'мелодрама', 'криминал', 'музыка']",7.837,7.6,0.0,100.0,69544,3309,0,3,112164013.0,2019-03-28T00:00:00.000Z,1988-09-16T00:00:00.000Z,67169.0
"Исчезнувшее время: Мальчик, который вернулся",2016,130.0,"['мелодрама', 'фэнтези', 'детектив', 'драма']",7.714,7.2,0.0,0.0,69499,2431,0,0,112164013.0,2016-11-16T00:00:00.000Z,2016-11-16T00:00:00.000Z,3567233.0
Хостел,2005,94.0,"['ужасы', 'триллер', 'детектив']",6.159,5.9,6.1,0.0,69458,196682,108,1,4800000.0,2006-02-23T00:00:00.000Z,2005-09-17T00:00:00.000Z,80578934.0
Большой,1988,104.0,"['фэнтези', 'мелодрама', 'комедия', 'семейный']",7.902,7.3,7.9,0.0,69370,248210,81,0,18000000.0,1988-06-03T00:00:00.000Z,1988-06-03T00:00:00.000Z,151668774.0
И гаснет свет...,2016,81.0,"['ужасы', 'детектив']",5.954,6.3,6.3,66.6667,69353,146600,181,6,4900000.0,2016-07-21T00:00:00.000Z,2016-06-08T00:00:00.000Z,149368835.0
Королевская битва,2000,114.0,"['боевик', 'триллер', 'фантастика', 'драма']",7.345,7.5,7.6,100.0,69295,199401,50,3,4500000.0,2001-11-08T00:00:00.000Z,2000-12-16T00:00:00.000Z,861959.0
Сахар,2014,103.0,['документальный'],8.116,7.4,5.8,0.0,69284,11111,37,0,112164013.0,2016-03-10T00:00:00.000Z,2014-11-20T00:00:00.000Z,1226399.0
Шеф,2012,85.0,"['драма', 'комедия']",7.121,6.6,5.5,0.0,69222,18474,34,1,10900000.0,2012-05-10T00:00:00.000Z,2011-06-07T00:00:00.000Z,9245235.0
Этот неловкий момент,2014,94.0,"['мелодрама', 'комедия']",5.979,6.1,4.2,28.5714,69215,108536,142,7,8000000.0,2014-02-06T00:00:00.000Z,2014-01-27T00:00:00.000Z,45640143.0
Аксель,2017,100.0,"['фантастика', 'боевик', 'триллер', 'драма', 'приключения', 'семейный']",5.941,5.3,3.9,0.0,69206,13584,24,2,10000000.0,2018-08-16T00:00:00.000Z,2018-08-16T00:00:00.000Z,8467697.0
Легенды Саванны,2018,103.0,"['драма', 'комедия']",7.168,6.4,0.0,0.0,69191,1314,0,0,112164013.0,2018-12-09T00:00:00.000Z,2018-12-09T00:00:00.000Z,4017253.0
Этот неловкий момент,2015,101.0,"['мелодрама', 'комедия']",6.313,6.2,0.0,0.0,69175,10840,0,1,112164013.0,2015-07-09T00:00:00.000Z,2015-06-11T00:00:00.000Z,6045343.0
